,site,product_group,bl_number,ship_to_customer,ship_to_city,state,net_pick_weight,total_number_of_pallet,lat,lng,coordinates,cluster
69,AMJK,SW,W25B996,COLSON ENTERPRISES DBA ACORN EAST,MIAMI,FL,9954.0,7,25.784,-80.2101,"(25.784, -80.2101)",17
70,AMJK,SW,W26A512,RIVERSIDE PAPER CO.,MIAMI,FL,2894.0,2,25.784,-80.2101,"(25.784, -80.2101)",17
71,AMJK,SW,W35B060,COLSON ENTERPRISES DBA ACORN EAST,MIAMI,FL,4024.0,4,25.784,-80.2101,"(25.784, -80.2101)",17
72,AMJK,SW,W43A792,COLSON ENTERPRISES DBA ACORN EAST,MIAMI,FL,68744.0,64,25.784,-80.2101,"(25.784, -80.2101)",17
73,AMJK,SW,W44A370,RIVERSIDE PAPER CO.,MIAMI,FL,7814.0,16,25.784,-80.2101,"(25.784, -80.2101)",17
74,AMJK,SW,WWCA816,MARLINS CONSOLIDATORS INC.,MIAMI,FL,29276.0,22,25.784,-80.2101,"(25.784, -80.2101)",17
75,AMJK,SW,WWCB402,RIVERSIDE PAPER CO.,MIAMI,FL,3606.0,3,25.784,-80.2101,"(25.784, -80.2101)",17
76,AMJK,SW,W44A191,TPC PACKAGING SOLUTIONS,ORLANDO,FL,10688.0,16,28.4773,-81.337,"(28.4773, -81.337)",16
77,AMJK,SW,W44A525,PENSKE LOGISTICS,ORLANDO,FL,11490.0,30,28.4773,-81.337,"(28.4773, -81.337)",16
78,AMJK,SW,W42A183,BLACK GOLD COMPOST,OXFORD,FL,23040.0,20,28.927481009129536,-82.03729166224251,"(28.927481009129536, -82.03729166224251)",16
79,AMJK,SW,W44A468,PREMIER PACKAGING,PLANT CITY,FL,18900.0,15,28.014,-82.1201,"(28.014, -82.1201)",16
80,AMJK,SW,W25C817,SUN PACKAGING TECHNOLOGIES,POMPANO BEACH,FL,5080.0,4,26.2428,-80.1312,"(26.2428, -80.1312)",17
81,AMJK,SW,W44A372,PANGO SALES INC,RIVERVIEW,FL,53550.0,45,27.8227,-82.3023,"(27.8227, -82.3023)",16
82,AMJK,SW,WX43B01,AMTOPP C/O PANGO SALES INC,RIVERVIEW,FL,21030.0,15,27.8227,-82.3023,"(27.8227, -82.3023)",16
83,AMJK,SW,WXWCA27,AMTOPP C/O PANGO SALES INC,RIVERVIEW,FL,1556.0,2,27.8227,-82.3023,"(27.8227, -82.3023)",16
84,AMJK,SW,W26A818,"SYSCO SOUTHEAST FLORIDA, LLC 032",RIVIERA BEACH,FL,9099.0,27,26.7813,-80.0741,"(26.7813, -80.0741)",17
85,AMJK,SW,W44A024,SERVICE BOX & TAPE,ATLANTA,GA,1659.0,1,33.7628,-84.422,"(33.7628, -84.422)",19
86,AMJK,SW,W43C447,SUPPLY ONE,AUSTELL,GA,10616.0,8,33.8201,-84.6451,"(33.8201, -84.6451)",19
87,AMJK,SW,W43A966,CROWN PACKAGING,BUFORD,GA,135050.0,100,34.1192,-83.9903,"(34.1192, -83.9903)",19
88,AMJK,SW,W44A528,IRA HIGDON GROCERY,CAIRO,GA,37590.0,30,30.879,-84.205,"(30.879, -84.205)",20
89,AMJK,SW,WWCA398,WESTERN PLASTICS,CALHOUN,GA,36937.0,44,34.491,-84.9386,"(34.491, -84.9386)",19
90,AMJK,SW,WWCA401,WESTERN PLASTICS,CALHOUN,GA,38209.0,34,34.491,-84.9386,"(34.491, -84.9386)",19
91,AMJK,SW,WWCA545,WESTERN PLASTICS,CALHOUN,GA,39712.0,34,34.491,-84.9386,"(34.491, -84.9386)",19
92,AMJK,SW,W43A867,SOUTHEASTERN PAPER GROUP - ATLANTA,COLLEGE PARK,GA,62538.0,42,33.6363,-84.464,"(33.6363, -84.464)",19
93,AMJK,SW,W36A470,ASSOCIATED PAPER INC,CONYERS,GA,9578.0,6,33.6646,-83.9966,"(33.6646, -83.9966)",19
94,AMJK,SW,W42C356,PINELAND PAPER,LYONS,GA,31440.0,20,32.2062,-82.3215,"(32.2062, -82.3215)",21
95,AMJK,SW,W26B158,COPACO MID STATES PAPER CO,MACON,GA,8295.0,5,32.8065,-83.6974,"(32.8065, -83.6974)",22
96,AMJK,SW,W44A520,COPACO MID STATES PAPER CO,MACON,GA,23253.0,16,32.8065,-83.6974,"(32.8065, -83.6974)",22
97,AMJK,SW,W26A661,"FASTPAK SYSTEMS, INC.",MARIETTA,GA,1521.0,1,33.9533,-84.5422,"(33.9533, -84.5422)",19
98,AMJK,SW,W43C101,"FASTPAK SYSTEMS, INC.",MARIETTA,GA,5842.0,6,33.9533,-84.5422,"(33.9533, -84.5422)",19
99,AMJK,SW,W43D101,"FASTPAK SYSTEMS, INC.",MARIETTA,GA,1659.0,1,33.9533,-84.5422,"(33.9533, -84.5422)",19
100,AMJK,SW,W44A426,"FASTPAK SYSTEMS, INC.",MARIETTA,GA,14890.0,10,33.9533,-84.5422,"(33.9533, -84.5422)",19
101,AMJK,SW,W44A324,DRIVE MEDICAL DESIGN & MFG GEORGIA,PALMETTO,GA,4464.0,12,33.531,-84.6678,"(33.531, -84.6678)",19
102,AMJK,SW,W43C565,PAPER PACK,ROME,GA,6300.0,5,34.2662,-85.1863,"(34.2662, -85.1863)",19
103,AMJK,SW,WWCA688,ANCHOR GLASS - WARNER ROBINS,WARNER ROBINS,GA,19116.0,18,32.5961,-83.6527,"(32.5961, -83.6527)",22
107,AMJK,SW,WWAA020,"EMASAL DE HONDURAS, S.A. DE C.V",SAN PEDRO SULA,HN,22408.0,20,15.49725321100308,-88.0229177902704,"(15.49725321100308, -88.0229177902704)",23
108,AMJK,SW,W44A378,BENSTAR PACKAGING AND DISTRIBUTING,SIOUX CITY,IA,12703.0,10,42.4959,-96.3901,"(42.4959, -96.3901)",24
109,AMJK,SW,WWCA331,BENSTAR PACKAGING AND DISTRIBUTING,SIOUX CITY,IA,15724.0,14,42.4959,-96.3901,"(42.4959, -96.3901)",24
110,AMJK,SW,W26E378,ERNEST PACKAGING SOLUTIONS - BOISE,BOISE,ID,4341.0,3,43.6005,-116.2308,"(43.6005, -116.2308)",25
111,AMJK,SW,W43C147,ERNEST PACKAGING SOLUTIONS - NAMPA,NAMPA,ID,88668.0,60,43.5844,-116.5638,"(43.5844, -116.5638)",25
112,AMJK,SW,W25A606,RCS LOGISTICS,BENSENVILLE,IL,766.0,2,41.9579,-87.9442,"(41.9579, -87.9442)",26
113,AMJK,SW,W44A362,THE ROYAL GROUP,CICERO,IL,138600.0,110,41.8445,-87.7593,"(41.8445, -87.7593)",26
114,AMJK,SW,W36A491,STAMAR PACKAGING,ELGIN,IL,10327.0,8,42.0383,-88.324,"(42.0383, -88.324)",26
115,AMJK,SW,W44A002,STAMAR PACKAGING,ELGIN,IL,57320.0,46,42.0383,-88.324,"(42.0383, -88.324)",26
116,AMJK,SW,W44A605,CHICAGO,ELWOOD,IL,24820.0,20,41.4118,-88.1345,"(41.4118, -88.1345)",26
117,AMJK,SW,W44A130,PURPOSEBUILT BRANDS,GURNEE,IL,1338.0,3,42.3708,-87.9392,"(42.3708, -87.9392)",26
118,AMJK,SW,WWCA265,GROUP O PACKAGING SOLUTIONS,MILAN,IL,7875.0,7,41.4415,-90.5593,"(41.4415, -90.5593)",27
119,AMJK,SW,WWCA445,WORLD CLASS DISTRIBUTION - IL,MINOOKA,IL,28781.0,49,41.4507,-88.2791,"(41.4507, -88.2791)",26
120,AMJK,SW,WWCA446,WORLD CLASS DISTRIBUTION - IL,MINOOKA,IL,12071.0,19,41.4507,-88.2791,"(41.4507, -88.2791)",26
121,AMJK,SW,W26A932,MOK NORTHLAKE IL,NORTHLAKE,IL,4341.0,3,41.9142,-87.9054,"(41.9142, -87.9054)",26
122,AMJK,SW,WWCA871,B2B INDUSTRIAL PACKAGING,OREGON,IL,8820.0,7,42.0132,-89.3354,"(42.0132, -89.3354)",26
123,AMJK,SW,W44A001,"THE NEW HAVEN COMPANIES,INC.",WAUKEGAN,IL,9954.0,6,42.3698,-87.8716,"(42.3698, -87.8716)",26
124,AMJK,SW,W44A070,TPC PACKAGING SOLUTIONS,WOODRIDGE,IL,13043.0,8,41.737,-88.0409,"(41.737, -88.0409)",26
125,AMJK,SW,W43A078,SMITH CREEK,BORDEN,IN,944.0,1,38.4699,-85.9491,"(38.4699, -85.9491)",28
126,AMJK,SW,W44A332,NICHOLS - [INDIANAPOLIS],BROWNSBURG,IN,5100.0,10,39.8337,-86.383,"(39.8337, -86.383)",29
127,AMJK,SW,W43A717,CROWN PACKAGING-EVANSVILLE,EVANSVILLE,IN,8912.0,7,37.9881,-87.5341,"(37.9881, -87.5341)",30
128,AMJK,SW,W35B076,BGR-INDY WAREHOUSE,INDIANAPOLIS,IN,13288.0,10,39.7771,-86.1458,"(39.7771, -86.1458)",29
129,AMJK,SW,W44A270,TRADITION LOGISTICS C/O ALLAMERICAN,INDIANAPOLIS,IN,13008.0,12,39.7771,-86.1458,"(39.7771, -86.1458)",29
130,AMJK,SW,W44A353,HUB INDUSTRIAL SUPPLY - INDIANAPOLIS,INDIANAPOLIS,IN,7368.0,5,39.7771,-86.1458,"(39.7771, -86.1458)",29
131,AMJK,SW,W43A432,CROWN PACKAGING CORP. KANSAS CITY WHSE,OLATHE,KS,10080.0,8,38.8833,-94.82,"(38.8833, -94.82)",31
132,AMJK,SW,W26B967,SOUTHERNCARLSON- WITCHIA,WICHITA,KS,8604.0,6,37.6895,-97.3443,"(37.6895, -97.3443)",32
133,AMJK,SW,WWCA460,PRATT INDUSTRIES,WICHITA,KS,6000.0,5,37.6895,-97.3443,"(37.6895, -97.3443)",32
134,AMJK,SW,W26A984,DID LLC DBA DANVILLE INDUSTRIAL DISTRIBU,DANVILLE,KY,4327.0,3,37.6418,-84.7777,"(37.6418, -84.7777)",28
135,AMJK,SW,W26A191,BUFFALO TRACE DISTILLERY,FRANKFORT,KY,7565.0,5,38.1924,-84.8643,"(38.1924, -84.8643)",28
136,AMJK,SW,W44A522,HOPKINSVILLE-QUEEN CITY INDU,HOPKINSVILLE,KY,7560.0,6,36.8381,-87.4775,"(36.8381, -87.4775)",33
137,AMJK,SW,W42B319,PREMIER PACKAGING,LOUISVILLE,KY,2560.0,2,38.1663,-85.6485,"(38.1663, -85.6485)",28
138,AMJK,SW,W43A320,PREMIER PACKAGING,LOUISVILLE,KY,3780.0,3,38.1663,-85.6485,"(38.1663, -85.6485)",28
139,AMJK,SW,W44A397,ASSOCIATED PACKAGING INC,LOUISVILLE,KY,30640.0,80,38.1663,-85.6485,"(38.1663, -85.6485)",28
140,AMJK,SW,WWCB492,"JOHNPAC/LA BAG CO, INC. -AMTOPP-",CROWLEY,LA,6360.0,10,30.2175,-92.3752,"(30.2175, -92.3752)",34
141,AMJK,SW,W26B645,CONTINENTAL WESTERN - NEW ORLEANS,JEFFERSON,LA,10496.0,11,29.9609,-90.1554,"(29.9609, -90.1554)",35
142,AMJK,SW,W35B103,SIGMA SUPPLY N.A.,SHREVEPORT,LA,10240.0,8,32.4653,-93.7955,"(32.4653, -93.7955)",36
143,AMJK,SW,W43B048,SIGMA SUPPLY N.A.,SHREVEPORT,LA,25600.0,20,32.4653,-93.7955,"(32.4653, -93.7955)",36
144,AMJK,SW,W36A217,"ARDAGH GLASS, INC VERALLIA NORTH AMERICA",SIMSBORO,LA,11472.0,8,32.5323,-92.7839,"(32.5323, -92.7839)",37
145,AMJK,SW,W44A281,"PACK4,LLC",LAWRENCE,MA,20124.0,52,42.7002,-71.1626,"(42.7002, -71.1626)",38
146,AMJK,SW,W36B300,CARTER-MCLEOD PAPER & PACKAGING,WEST SPRINGFIELD,MA,27751.0,19,42.1070383,-72.6203675,"(42.1070383, -72.6203675)",39
147,AMJK,SW,W26B038,SHORELINE VINYL SYSTEM INC,DENTON,MD,7355.0,5,38.877,-75.8264,"(38.877, -75.8264)",40
148,AMJK,SW,W43A844,CANTWELL CLEARY,ELKRIDGE,MD,1659.0,1,39.1941,-76.7428,"(39.1941, -76.7428)",40
149,AMJK,SW,W42B326,"BINGER SHIPPING SUPPLIES, INC.",BATTLE CREEK,MI,3318.0,2,42.2985,-85.2296,"(42.2985, -85.2296)",41
150,AMJK,SW,WWCA618,"BINGER SHIPPING SUPPLIES, INC.",BATTLE CREEK,MI,14550.0,10,42.2985,-85.2296,"(42.2985, -85.2296)",41
151,AMJK,SW,W36A306,B & F PLASTIC SPECIALTIES CO.,COMSTOCK PARK,MI,14940.0,10,43.0438,-85.6778,"(43.0438, -85.6778)",41
152,AMJK,SW,W42B205,DETROIT PACKAGING CO,DETROIT,MI,57600.0,50,42.3834,-83.1024,"(42.3834, -83.1024)",42
153,AMJK,SW,WWCA186,DDS GRAND RAPIDS  (BRS GRAND RAPIDS),GRAND RAPIDS,MI,5124.0,7,42.9619,-85.6562,"(42.9619, -85.6562)",41
154,AMJK,SW,W26B044,NICHOLS- HOLLAND,HOLLAND,MI,30260.0,20,42.7677,-86.0984,"(42.7677, -86.0984)",41
155,AMJK,SW,W43A216,NICHOLS-MEIJER,NORTON SHORES,MI,14470.0,10,43.1621,-86.2519,"(43.1621, -86.2519)",41
156,AMJK,SW,W43A887,NICHOLS-MEIJER,NORTON SHORES,MI,9007.0,6,43.1621,-86.2519,"(43.1621, -86.2519)",41
157,AMJK,SW,W26C443,BRECKENRIDGE PAPER & PACKAGING,TAYLOR,MI,5310.0,5,42.226,-83.2688,"(42.226, -83.2688)",42
158,AMJK,SW,W44A003,BRECKENRIDGE PAPER & PACKAGING,TAYLOR,MI,11756.0,8,42.226,-83.2688,"(42.226, -83.2688)",42
159,AMJK,SW,W44A014,CLASSIC TRANSPORTATION & WAREH,WALKER,MI,28360.0,20,42.9853,-85.7446,"(42.9853, -85.7446)",41
160,AMJK,SW,W26B008,BLACKHAWK INDUSTRIAL,BROOKLYN PARK,MN,7571.0,6,45.1112,-93.3505,"(45.1112, -93.3505)",43
161,AMJK,SW,W42B865,BLACKHAWK INDUSTRIAL-MINNEAPOLIS,BROOKLYN PARK,MN,18477.0,15,45.1112,-93.3505,"(45.1112, -93.3505)",43
163,AMJK,SW,W25B779,THE NEW HAVEN COMPANIES NH MINNEAPOLIS,SHAKOPEE,MN,2359.0,7,44.7745,-93.4772,"(44.7745, -93.4772)",43
164,AMJK,SW,W44A511,100 ANOVA FURNISHINGS,WINONA,MN,1659.0,1,44.0505,-91.6684,"(44.0505, -91.6684)",44
165,AMJK,SW,W26A009,CROWN PACKAGING CORP.,HAZELWOOD,MO,13060.0,10,38.7931,-90.3899,"(38.7931, -90.3899)",45
166,AMJK,SW,W36A278,SOUTHERNCARLSON-KANSAS CITY,KANSAS CITY,MO,1613.0,1,39.1238,-94.5541,"(39.1238, -94.5541)",31
167,AMJK,SW,W444376,SOUTHERNCARLSON-KANSAS CITY,KANSAS CITY,MO,1548.0,1,39.1238,-94.5541,"(39.1238, -94.5541)",31
168,AMJK,SW,W44A376,SOUTHERNCARLSON-KANSAS CITY,KANSAS CITY,MO,3669.0,3,39.1238,-94.5541,"(39.1238, -94.5541)",31
171,AMJK,SW,W44A272,GREAT SOUTHERN,JACKSON,MS,58085.0,55,32.3157,-90.2125,"(32.3157, -90.2125)",46
172,AMJK,SW,W44A386,CUSTOMIZED DISTRIBUTION LLC,JACKSON,MS,30600.0,60,32.3157,-90.2125,"(32.3157, -90.2125)",46
173,AMJK,SW,WWCA578,GREAT SOUTHERN,JACKSON,MS,3064.0,8,32.3157,-90.2125,"(32.3157, -90.2125)",46
174,AMJK,SW,W43A675,SIGMA SUPPLY,LAKE CORMORANT,MS,35280.0,28,34.90510593718794,-90.21076327669762,"(34.90510593718794, -90.21076327669762)",47
175,AMJK,SW,W43C036,INNPACK LLC,OLIVE BRANCH,MS,88360.0,64,34.961,-89.8469,"(34.961, -89.8469)",47
176,AMJK,SW,W44A342,AMERICAN PAPER & TWINE CO.,VERONA,MS,14450.0,25,34.1907,-88.7204,"(34.1907, -88.7204)",48
